num_reviews,asin
5,B00004WHEX
6,B00004WHF1
12,B00004WHF4
12,B00004WHF9
12,B00004WHFK
8,B00004WHFL
6,B00004WHFM
15,B00004WHIL
23,B00004WLJ2
19,B00004WLJ4
17,B00004WLJ5
12,B00004WLJ7
9,B00004WLJ8
24,B00004WLJ9
5,B00004WZON
5,B00004X036
12,B00004X0ZG
7,B00004X0ZH
14,B00004X0ZI
36,B00004X0ZO
9,B00004X107
14,B00004X109
31,B00004X10B
16,B00004X10C
21,B00004XO1V
129,B00004XOM3
8,B00004XOND
15,B00004XONF
5,B00004XOYF
6,B00004XRD3
6,B00004XRDB
5,B00004XRDM
6,B00004XRDN
6,B00004XRDO
23,B00004XRED
10,B00004XSHN
15,B00004Y2MM
9,B00004Y2US
7,B00004Y2VS
11,B00004Y2VV
13,B00004Y2ZF
5,B00004Y2ZX
5,B00004Y3TO
28,B00004Y3UX
15,B00004Y3UY
11,B00004Y7CF
14,B00004Y7TC
24,B00004Y7TD
14,B00004YBVE
5,B00004YBVF
5,B00004YK2W
8,B00004YKDQ
6,B00004YKDT
5,B00004YKHT
6,B00004YKNF
13,B00004YMBK
8,B00004YMBL
17,B00004YMCA
11,B00004YNWQ
8,B00004YRVY
6,B00004YV85
12,B00004YZLV
29,B00004YZLX
13,B00004YZLY
13,B00004YZLZ
49,B00004YZQ8
46,B00004Z0BN
46,B00004Z0BO
93,B00004Z0C7
5,B00004Z591
7,B00004Z5AX
6,B00004Z5BX
26,B00004Z5CQ
182,B00004Z5D1
42,B00004Z5H3
5,B00004Z5IF
10,B00004Z5IU
10,B00004Z5IW
27,B00004Z5KA
5,B00004Z5KG
6,B00004Z5KH
13,B00004Z5KI
15,B00004Z5KZ
30,B00004Z5L8
6,B00004Z5LJ
8,B00004Z5LR
40,B00004Z5LZ
276,B00004Z5M1
11,B00004Z5MG
6,B00004Z5NH
9,B00004Z5OP
20,B00004Z5P4
96,B00004Z5PY
27,B00004Z5QU
8,B00004Z5T2
16,B00004Z5UM
18,B00004Z5VB
51,B00004Z5VS
7,B00004Z5YQ
7,B00004Z61H
15,B00004Z62S
6,B00004Z64Y
5,B00004Z668
33,B00004Z68P
7,B00004Z6BJ
5,B00004Z6GY
16,B00004Z6HJ
5,B00004Z6HU
8,B00004Z6I3
8,B00004Z6JF
17,B00004Z6KW
22,B00004Z6M7
47,B00004Z6N6
5,B00004Z6ON
11,B00004Z6PI
6,B00004Z6PN
16,B00004Z6Q6
6,B00004Z6R4
48,B00004Z6XS
6,B00004Z6Z4
9,B00004Z78V
5,B00004Z7A5
17,B00004Z7CQ
10,B00004Z7F0
35,B00004Z7G9
14,B00004Z7H5
5,B00004Z7XX
15,B00004Z8BC
7,B00004Z8GN
7,B00004Z8HC
7,B00004Z8SC
7,B00004Z92Q
10,B00004Z9FF
8,B00004ZA7W
5,B00004ZB0V
6,B00004ZB57
6,B00004ZC8N
352,B00004ZC8Y
15,B00004ZC9B
124,B00004ZC9V
17,B00004ZC9Y
10,B00004ZCA0
31,B00004ZCA5
5,B00004ZCAQ
41,B00004ZCAT
13,B00004ZCB3
43,B00004ZCB4
11,B00004ZCC2
39,B00004ZCDD
6,B00004ZCFN
1258,B00004ZCJE
12,B00004ZCK5
13,B00004ZCKL
114,B00004ZCKV
10,B00004ZCLV
6,B00004ZCNS
6,B00004ZCPG
14,B00004ZCPH
11,B00004ZD2X
8,B00004ZD2Y
6,B00004ZD30
5,B00004ZD32
7,B00004ZDB1
5,B00004ZDBT
9,B00004ZEPB
5,B0000501T1
5,B00005045X
17,B0000504DH
5,B000050AOO
19,B000050AQ7
7,B000050AUJ
5,B000050FH8
9,B000050LUE
9,B000050M6M
12,B000050MJF
5,B000050MN8
7,B000050MNA
5,B000050NON
17,B000050NPX
11,B000050X97
14,B000050XL7
5,B000050XPQ
5,B000050YAP
6,B00005105L
26,B00005105N
49,B00005108H
10,B00005108J
5,B0000510C0
8,B0000510CF
6,B0000510EL
25,B0000510IA
22,B0000510R4
7,B0000510SS
53,B0000510T7
9,B0000510VF
5,B0000510YX
12,B0000510Z9
175,B0000510ZO
6,B00005110B
8,B00005110L
5,B00005111H
31,B00005111L
11,B00005111M
8,B00005111T
10,B000051123
40,B00005114Z
55,B00005115S
25,B000051174
11,B000051189
16,B00005119M
18,B0000511A8
25,B0000511BI
15,B0000511GQ
5,B0000511LW
6,B0000511OJ
5,B0000511T7
80,B0000511U7
12,B0000511X0
7,B0000511XL
5,B00005122S
6,B00005125H
45,B00005125T
116,B000051299
5,B0000512C5
14,B0000512E1
8,B0000512E6
14,B0000512GH
16,B0000512LA
5,B0000512PH
5,B0000512QS
6,B0000512U1
21,B0000512US
6,B0000512ZX
19,B00005137P
6,B00005138I
8,B0000513FN
5,B0000513KE
54,B0000513O4
36,B0000513US
15,B0000514G8
7,B0000514OG
19,B000051SD1
19,B000051SEN
9,B000051SFJ
25,B000051SGX
18,B000051SHL
6,B000051SHR
9,B000051TOG
16,B000051WW9
8,B000051XHM
5,B000051YGF
15,B000051YGP
64,B000051ZOA
18,B00005219A
9,B00005219O
5,B0000524OV
7,B000052WM4
36,B000053HBB
93,B000053HC5
6,B000053HGW
158,B000053HH5
11,B000053HHD
5,B00005444H
5,B000055YX6
5,B000056B2J
7,B000056B8A
5,B000056I6K
14,B000056KBJ
15,B000056KYO
5,B000056L2R
8,B000056Q1H
7,B000056SJT
5,B000056SJU
80,B000056SSM
7,B000056ULH
5,B00005853W
22,B00005853X
53,B00005853Z
39,B00005854B
5,B00005854E
24,B00005854F
64,B000058AKE
6,B000058BCO
62,B000058BCQ
20,B000058BCR
6,B000058DRT
21,B000058E2B
25,B000058EGT
9,B000058TLP
20,B000059MSI
5,B000059TF8
6,B000059TGL
17,B000059Y4N
7,B000059Z4M
12,B000059ZYA
104,B00005A1K1
37,B00005A1KZ
5,B00005A3JA
5,B00005A3MC
43,B00005A9AU
29,B00005A9AV
7,B00005AAK8
47,B00005AB9R
47,B00005ABC5
5,B00005ABC9
7,B00005ABEC
46,B00005AC8J
24,B00005AC8W
5,B00005AKV3
9,B00005ALB1
11,B00005AMDE
6,B00005AQ53
23,B00005AR4L
179,B00005ARK3
41,B00005ARK4
23,B00005AT7Y
262,B00005ATMB
8,B00005ATME
162,B00005ATMI
5,B00005ATMK
5,B00005ATYF
6,B00005ATZK
14,B00005ATZN
10,B00005ATZO
11,B00005AW1F
79,B00005AW1H
13,B00005AW1X
32,B00005AWBJ
26,B00005AWCL
47,B00005AXHW
5,B00005AY7P
7,B00005AY8Q
6,B00005AY8R
5,B00005AY8T
8,B00005B4BJ
21,B00005B4BW
5,B00005B5DR
9,B00005B6S5
7,B00005B6S6
5,B00005B6S7
7,B00005B6S8
6,B00005B6SC
12,B00005B6TI
14,B00005B6UF
5,B00005B6YF
6,B00005B70I
30,B00005B8HO
10,B00005B8HU
25,B00005B8M3
7,B00005B8ME
6,B00005B99R
7,B00005B9AC
10,B00005B9AQ
12,B00005B9AS
16,B00005B9W6
7,B00005BAUL
77,B00005BC0J
72,B00005BC0K
7,B00005BH30
42,B00005BMSN
5,B00005I9PF
11,B00005I9PG
6,B00005I9PZ
11,B00005I9Q0
6,B00005I9QO
5,B00005I9R4
37,B00005I9RU
6,B00005IA5C
5,B00005ICD2
5,B00005ICE0
6,B00005ICE1
12,B00005ICE3
7,B00005ICLP
16,B00005JAD8
10,B00005JDDZ
8,B00005JJEO
153,B00005K47X
6,B00005K4BJ
10,B00005K4PE
22,B00005KB24
5,B00005KB2N
9,B00005KK2Q
10,B00005LAC5
9,B00005LACB
6,B00005LACI
33,B00005LB8P
11,B00005LD4T
16,B00005LD4W
22,B00005LE6Z
16,B00005LE71
21,B00005LE72
8,B00005LE73
18,B00005LE74
41,B00005LE75
27,B00005LE76
32,B00005LE77
9,B00005LE7A
6,B00005LE7M
17,B00005LELD
420,B00005LEN4
15,B00005LENC
6,B00005LENH
5,B00005LENK
71,B00005LENO
6,B00005LENR
12,B00005LENU
14,B00005LEOC
16,B00005LEOD
47,B00005LEOH
5,B00005LEOI
18,B00005LEOK
15,B00005LEOM
32,B00005LEOO
12,B00005LEOR
20,B00005LEOS
39,B00005LLY4
6,B00005LOIP
8,B00005LP0X
5,B00005LP56
14,B00005LVWB
11,B00005LWLW
6,B00005M00O
7,B00005M011
17,B00005M1UY
10,B00005MA7J
5,B00005MA9V
17,B00005MA9X
10,B00005MAAR
14,B00005MEN6
7,B00005MEP4
21,B00005MIS8
5,B00005MIUN
13,B00005ML58
5,B00005ML59
139,B00005ML7Q
5,B00005ML7T
8,B00005MMCL
6,B00005MNSR
14,B00005MNSS
14,B00005MO3L
6,B00005MOM1
27,B00005MOZG
12,B00005N5WU
5,B00005N5WV
40,B00005N5WW
50,B00005N5X2
11,B00005N5X7
11,B00005N5XN
5,B00005N5XO
16,B00005N6KF
278,B00005N6KG
5,B00005N6SF
5,B00005NBIT
19,B00005NBR6
53,B00005NCWK
30,B00005NCWM
5,B00005NDKU
5,B00005NDUP
7,B00005NGQF
6,B00005NGQS
7,B00005NHAC
5,B00005NHAK
13,B00005NHGP
15,B00005NHH8
5,B00005NHHA
5,B00005NIMH
248,B00005NIMJ
9,B00005NIMN
80,B00005NIMR
5,B00005NIMU
5,B00005NJEJ
5,B00005NK38
5,B00005NNDF
16,B00005NOHQ
22,B00005NOKT
9,B00005NPOB
5,B00005NPPO
13,B00005NPW8
6,B00005NPWA
13,B00005NPWI
47,B00005NPWJ
23,B00005NPWK
20,B00005NVBF
23,B00005NVBT
16,B00005NVPW
10,B00005NWQN
9,B00005NWR0
6,B00005NWV1
13,B00005NWVJ
6,B00005O021
7,B00005O0IU
10,B00005O70S
8,B00005O7MW
6,B00005OAY3
6,B00005OBDS
6,B00005OBP2
9,B00005OCWN
9,B00005OCWO
7,B00005OCWZ
6,B00005OLYD
14,B00005OM4J
5,B00005OMN0
13,B00005OMZJ
5,B00005OMZN
8,B00005OP2T
8,B00005OP33
6,B00005OP36
25,B00005OQMO
6,B00005OSUE
52,B00005OT5X
32,B00005OTG6
8,B00005OUJW
32,B00005Q4ZV
33,B00005Q5U5
8,B00005Q5ZC
11,B00005Q7DG
8,B00005Q7DI
66,B00005QBUU
6,B00005QBV5
5,B00005QCO1
15,B00005QCT3
9,B00005QCU3
12,B00005QEYI
12,B00005QFAF
12,B00005QFYE
24,B00005QFZF
14,B00005QFZG
17,B00005QI59
5,B00005QIPU
11,B00005QIZ8
11,B00005QJCU
10,B00005QSPX
5,B00005QSQJ
5,B00005QSRF
5,B00005QT5J
6,B00005QVM6
26,B00005QXWI
10,B00005QXXM
5,B00005QZ0H
5,B00005QZ0N
9,B00005R098
10,B00005R5CC
5,B00005R8PW
5,B00005R8Q1
5,B00005RD8Q
5,B00005RI9I
22,B00005RKSK
20,B00005RKSO
17,B00005RKSS
8,B00005RKTC
7,B00005RT00
6,B00005RZYY
14,B00005S0M5
15,B00005S8KM
11,B00005S8KY
82,B00005T380
5,B00005T391
185,B00005T39Y
5,B00005T3A4
17,B00005T3A9
125,B00005T3BD
5,B00005T3BF
6,B00005T3BG
5,B00005T3BP
77,B00005T3C8
6,B00005T3DP
9,B00005T3DX
7,B00005T3DY
47,B00005T3EM
35,B00005T3EV
7,B00005T3EW
27,B00005T3EY
16,B00005T3EZ
7,B00005T3FD
18,B00005T3FO
7,B00005T3FP
6,B00005T3FS
5,B00005T3FX
712,B00005T3G0
29,B00005T3G5
24,B00005T3G9
5,B00005T3GB
7,B00005T3GG
44,B00005T3GH
82,B00005T3H5
7,B00005T3HJ
5,B00005T3JX
7,B00005T3MW
18,B00005T3N0
83,B00005T3N3
22,B00005T3ND
20,B00005T3NH
66,B00005T3Q2
50,B00005T3RC
7,B00005T3SQ
13,B00005T3T6
5,B00005T3TI
12,B00005T3UD
5,B00005T3UH
9,B00005T3UR
10,B00005T3VT
15,B00005T3W4
46,B00005T3W5
6,B00005T3WF
46,B00005T3XH
7,B00005T3XR
7,B00005T3Y4
10,B00005T3Y8
7,B00005T3Y9
6,B00005T3YL
16,B00005T3Z7
6,B00005T3ZO
5,B00005T3ZP
5,B00005T3ZY
102,B00005T406
21,B00005T408
61,B00005T6GZ
85,B00005TQ08
12,B00005TQ09
7,B00005TQ0A
13,B00005TQ1Y
20,B00005TQKQ
12,B00005U0HU
6,B00005U21G
64,B00005U21H
12,B00005U23R
5,B00005U23U
12,B00005U23V
6,B00005U240
14,B00005U243
20,B00005U244
7,B00005U7RW
9,B00005UEA6
5,B00005UK8T
7,B00005UK8V
8,B00005UK93
9,B00005UK9M
27,B00005UK9P
5,B00005UK9Y
13,B00005UKBD
24,B00005UKBG
5,B00005UKBT
8,B00005UKBX
11,B00005UKXL
5,B00005ULPK
14,B00005UOSN
12,B00005UPF6
6,B00005USA7
8,B00005V3DN
26,B00005V51P
16,B00005V52C
11,B00005V5YP
10,B00005V619
9,B00005V63T
10,B00005V8Q8
31,B00005V8R8
17,B00005V8S8
6,B00005V9Q3
8,B00005V9Q4
10,B00005Y1S2
28,B00005Y1Z6
25,B00005Y1Z7
69,B00005Y3OM
8,B00005Y3V5
10,B00005Y3V6
9,B00005Y4QP
17,B00005Y6OR
9,B00005Y7DO
13,B00005Y7DP
10,B00005Y7DQ
9,B00005YU7N
5,B00005YV57
8,B00005YVPI
18,B00005YXZE
6,B00005Z24Y
9,B000060NXK
13,B000060OEO
23,B000062R4P
9,B000062STN
7,B000062STR
7,B000062STT
9,B000062STU
5,B000062SU0
7,B000062TTF
299,B000062VUO
5,B000062X36
9,B000062YJY
8,B0000630TF
6,B0000630TK
17,B0000630TO
6,B0000630TQ
14,B0000632FX
17,B0000632FZ
7,B0000632G5
6,B0000632G7
6,B0000632GP
5,B0000632GX
19,B0000632H2
6,B0000632H5
50,B0000632H7
13,B0000632T3
9,B0000633DU
12,B0000633E0
8,B0000633EM
23,B0000633EO
5,B00006341G
5,B00006343J
11,B00006343K
14,B00006343N
46,B00006343O
9,B00006343P
5,B00006343W
18,B00006345D
10,B00006345I
31,B00006346B
51,B00006346W
6,B0000634T4
16,B0000634T6
44,B000063574
16,B0000635UX
18,B00006364D
14,B00006364I
6,B00006364O
5,B000063BGY
5,B000063CUL
13,B000063CWO
12,B000063CWP
12,B000063D6E
31,B000063EJW
5,B000063EKP
6,B000063EMD
8,B000063K77
7,B000063S4I
7,B000063S4J
5,B000063SAS
10,B000063SNE
85,B000063TJY
5,B000063TMH
38,B000063UZW
6,B000063V7N
5,B000063VY6
6,B000063W8P
5,B000063W8S
8,B000063W8W
6,B000063W8X
5,B000063W8Z
6,B000063W93
9,B000063WPA
11,B000063WQ0
5,B000063XJB
10,B000063Y73
6,B000063Y7E
8,B000063Y7F
14,B000063YA5
27,B00006412G
5,B000064184
6,B000064189
119,B0000642RX
5,B0000643QX
16,B0000645C8
37,B0000645C9
179,B0000645RH
11,B00006484F
7,B0000649F8
12,B0000658CD
23,B0000658CE
12,B0000658CG
41,B0000658CH
14,B0000658CI
5,B0000659A2
19,B0000659A7
5,B0000659TX
8,B0000659UN
8,B000065AGC
5,B000065BNZ
403,B000065BP9
30,B000065BPA
284,B000065BPB
24,B000065BPC
12,B000065CE1
7,B000065CE2
23,B000065CEV
10,B000065DQ2
17,B000065Q6B
45,B000065UDU
6,B000065UTC
10,B000065UTR
6,B000065UWF
7,B000065UWN
13,B000065V15
5,B0000665P3
28,B0000665P5
8,B0000665P7
13,B0000665UZ
19,B0000665V1
10,B0000665V4
72,B0000665V6
22,B0000665V7
9,B0000667AP
15,B00006686A
6,B00006686C
6,B0000668YP
64,B0000668YX
11,B0000669BN
17,B000066AX5
34,B000066CCU
163,B000066E6Y
5,B000066E70
7,B000066EW5
6,B000066HO3
10,B000066HO4
5,B000066HOH
41,B000066JQU
8,B000066R6K
87,B000066R6M
8,B000066R6P
9,B000066SSZ
19,B000066TPN
15,B000066TPO
8,B000067BEG
5,B000067DK0
5,B000067DKB
10,B000067DKI
7,B000067DUW
13,B000067FCS
6,B000067FOP
64,B000067G0J
6,B000067G0L
6,B000067G0N
7,B000067INH
218,B000067O5G
6,B000067O78
8,B000067O7K
15,B000067O7N
36,B000067O7T
7,B000067O7U
5,B000067O85
14,B000067O87
12,B000067O8H
9,B000067R8G
141,B000067RBT
42,B000067RC1
6,B000067RC2
401,B000067RC4
31,B000067RC5
6,B000067RCT
22,B000067RCU
7,B000067RE4
22,B000067REG
17,B000067RFT
16,B000067RG5
10,B000067RHS
10,B000067RIV
25,B000067RJB
6,B000067RKF
10,B000067RLH
22,B000067RLZ
7,B000067RM2
8,B000067RM3
5,B000067RM6
29,B000067RMT
5,B000067RMY
11,B000067RQ2
5,B000067RR5
19,B000067RRQ
18,B000067RRX
495,B000067RT6
7,B000067RUX
31,B000067RVJ
141,B000067RVL
5,B000067RWK
50,B000067RWL
216,B000067S60
5,B000067S9H
7,B000067SBB
35,B000067SBL
6,B000067SBN
21,B000067SC4
5,B000067SC5
16,B000067SCH
17,B000067SCY
7,B000067SEE
17,B000067SF5
83,B000067SG2
38,B000067SGI
25,B000067SL4
20,B000067SLX
6,B000067SLY
16,B000067SLZ
212,B000067SMH
7,B000067SMP
13,B000067SNB
7,B000067SO3
13,B000067SO7
121,B000067SOH
48,B000067SOL
6,B000067SOY
6,B000067SP4
9,B000067SPL
9,B000067SPO
26,B000067SPP
27,B000067SPR
13,B000067SQP
12,B000067SR9
36,B000067SRA
8,B000067V08
7,B000067V23
28,B000067V62
6,B000067V63
6,B000067V8L
28,B000067VB7
35,B000067VBL
55,B000067VBM
6,B000067VC2
6,B000067VC3
14,B000067VC6
5,B0000683E1
6,B0000683E3
10,B000068BQJ
16,B000068BRB
6,B000068BRE
7,B000068BSC
18,B000068CNM
11,B000068CNT
18,B000068CNU
18,B000068CS0
5,B000068DB8
16,B000068IDS
12,B000068IFM
5,B000068IGM
10,B000068IGO
6,B000068IGP
7,B000068IGQ
11,B000068IKV
19,B000068ILF
5,B000068MGO
31,B000068MP2
10,B000068MP5
9,B000068MQU
10,B000068NXH
8,B000068NXI
55,B000068NYF
9,B000068NZK
8,B000068NZN
17,B000068O0U
122,B000068O16
45,B000068O1A
12,B000068O1J
7,B000068O1M
72,B000068O33
57,B000068O34
14,B000068O37
197,B000068O3C
13,B000068O3G
9,B000068O3J
30,B000068O3L
48,B000068O3S
76,B000068O3T
5,B000068O3V
37,B000068O40
15,B000068O42
8,B000068O44
8,B000068O45
16,B000068O48
13,B000068O4C
9,B000068O4D
20,B000068O4E
19,B000068O4J
20,B000068O4N
11,B000068O4W
12,B000068O4Y
11,B000068O51
16,B000068O53
12,B000068O54
6,B000068O5C
11,B000068O5D
6,B000068O5F
17,B000068O5H
52,B000068O6B
8,B000068O6G
6,B000068OA6
5,B000068OB1
15,B000068ODT
41,B000068OEO
7,B000068OER
5,B000068OFB
5,B000068OIR
14,B000068OJM
49,B000068P8R
101,B000068P8W
17,B000068PE8
5,B000068PJF
9,B000068QIT
6,B000068QIU
8,B000068TZ7
7,B000068U1L
9,B000068U29
7,B000068UXB
43,B000068UY6
24,B000068UY7
8,B000068UY8
12,B000068V7A
26,B000069092
6,B000069096
35,B000069106
27,B0000691IO
6,B0000691LX
5,B0000696HN
8,B000069AT6
20,B000069DOV
24,B000069E1H
32,B000069E1V
