num_reviews,asin
54,B00005NHHA
884,B00005NIMJ
194,B00005NIMR
87,B00005NOKT
76,B00005NPWJ
113,B00005NVBF
86,B00005NVBT
88,B00005NVPW
72,B00005NWQN
92,B00005NWR0
56,B00005O0IU
59,B00005O70S
58,B00005OCWN
69,B00005OM4J
122,B00005OQMO
243,B00005OT5X
136,B00005OTG6
151,B00005Q4ZV
119,B00005Q5U5
227,B00005QBUU
59,B00005QCT3
59,B00005QEYI
63,B00005QFYE
115,B00005QFZF
59,B00005QFZG
104,B00005QI59
183,B00005QXWI
54,B00005RG4O
67,B00005S0M5
61,B00005S8KM
378,B00005T380
606,B00005T39Y
84,B00005T3A9
395,B00005T3BD
262,B00005T3C8
106,B00005T3EM
66,B00005T3EV
57,B00005T3EY
53,B00005T3FO
1287,B00005T3G0
59,B00005T3G9
139,B00005T3GH
207,B00005T3H5
86,B00005T3N0
466,B00005T3N3
111,B00005T3ND
70,B00005T3NH
142,B00005T3Q2
160,B00005T3RC
52,B00005T3VT
117,B00005T3W5
272,B00005T3XH
416,B00005T406
85,B00005T408
228,B00005T6GZ
235,B00005TQ08
86,B00005TQ1Y
86,B00005TQKQ
115,B00005U21H
52,B00005U23R
62,B00005U244
137,B00005UK9P
78,B00005UKBD
124,B00005UKBG
63,B00005UOS4
53,B00005V5YP
51,B00005V619
84,B00005V8R8
97,B00005Y1Z6
117,B00005Y1Z7
212,B00005Y3OM
53,B00005Y3V6
61,B00005Y6OR
61,B00005Y7DP
119,B00005YXZE
68,B000060OEO
91,B000062R4P
1042,B000062VUO
57,B0000630TO
63,B0000632FX
69,B0000632FZ
66,B0000632H2
169,B0000632H7
90,B0000632T3
104,B0000633E0
52,B0000633EM
122,B0000633EO
154,B00006343O
79,B00006346B
101,B00006346W
242,B000063574
69,B0000635UX
98,B00006364I
57,B000063BGY
55,B000063CWO
63,B000063CWP
76,B000063EJW
322,B000063TJY
89,B000063UZW
56,B000063Y7E
56,B000063Y7F
109,B00006412G
479,B0000642RX
66,B0000645C8
120,B0000645C9
975,B0000645RH
66,B0000658CD
111,B0000658CE
85,B0000658CG
143,B0000658CH
66,B0000658CI
56,B0000659UN
1714,B000065BP9
146,B000065BPA
1304,B000065BPB
132,B000065BPC
84,B000065CE1
69,B000065DQ2
154,B000065UDU
148,B0000665P5
54,B0000665P7
114,B0000665V6
60,B0000667AP
59,B00006686A
136,B0000668YX
66,B0000669BN
55,B000066AX5
153,B000066CCU
680,B000066E6Y
55,B000066EW5
68,B000066HO4
116,B000066JQU
481,B000066R6M
65,B000066TPN
56,B000066TPO
381,B000067G0J
1003,B000067O5G
56,B000067O7T
59,B000067O8H
349,B000067RBT
155,B000067RC1
999,B000067RC4
112,B000067RC5
71,B000067RCU
52,B000067REG
91,B000067RIV
52,B000067RLZ
53,B000067RMT
51,B000067RRQ
883,B000067RT6
110,B000067RVJ
433,B000067RVL
84,B000067RWL
507,B000067S60
86,B000067SBL
149,B000067SG2
124,B000067SGI
528,B000067SMH
317,B000067SOH
110,B000067SOL
108,B000067SPP
115,B000067SPR
106,B000067SRA
102,B000067V62
114,B000067VB7
62,B000067VBL
138,B000067VBM
52,B000068CNU
55,B000068CS0
60,B000068IKV
147,B000068ILF
88,B000068MP2
58,B000068MP5
97,B000068NYF
225,B000068O16
89,B000068O1A
132,B000068O33
152,B000068O34
372,B000068O3C
56,B000068O3L
96,B000068O3S
228,B000068O3T
58,B000068O40
62,B000068O53
130,B000068O6B
89,B000068OEO
74,B000068OJM
168,B000068P8R
346,B000068P8W
222,B000068UY6
106,B000068UY7
93,B000069092
165,B000069106
58,B0000691IO
117,B000069DOV
79,B000069E1H
99,B000069E1V
53,B000069E2V
320,B000069EUW
99,B000069EUX
212,B000069EV0
52,B000069J56
95,B000069JWX
179,B000069K8N
107,B000069K8O
195,B000069K98
52,B000069Z5U
121,B00006A7AY
125,B00006AG6C
53,B00006AGRZ
1106,B00006B7DA
296,B00006B7DB
181,B00006B7HB
113,B00006B7RK
88,B00006B7SK
97,B00006B7T7
98,B00006B81D
169,B00006B81E
69,B00006B828
86,B00006B82A
67,B00006B82N
63,B00006B83E
154,B00006B8BS
76,B00006B8C3
187,B00006B8K2
118,B00006B91Z
64,B00006B938
52,B00006B9CN
577,B00006B9CR
108,B00006B9H8
148,B00006B9H9
89,B00006B9HC
55,B00006B9HK
89,B00006B9W2
116,B00006B9W3
79,B00006B9WE
78,B00006BAKJ
219,B00006BBAB
491,B00006BBAC
161,B00006BXBS
68,B00006CJKC
80,B00006CXS8
59,B00006DY6M
56,B00006ELLL
72,B00006F2MW
54,B00006FDR5
57,B00006FDRB
118,B00006FMPP
108,B00006FWVG
70,B00006FXHQ
330,B00006FXR9
120,B00006G2OJ
55,B00006HCIX
149,B00006HCJI
184,B00006HMPK
58,B00006HMPN
116,B00006HO3O
55,B00006HOAE
56,B00006HOAN
89,B00006HOAQ
67,B00006HOE3
397,B00006HOKR
98,B00006HOL1
241,B00006HOLO
94,B00006HQR8
71,B00006HRJR
93,B00006HSM2
299,B00006HSML
149,B00006HSYC
165,B00006HVLW
218,B00006HVT4
86,B00006HXF4
54,B00006HXMQ
68,B00006HYJ4
157,B00006HYJ5
535,B00006HYKM
56,B00006HYMK
225,B00006HYP6
99,B00006HYPD
676,B00006HYPV
147,B00006HYWR
112,B00006HZ0K
228,B00006HZ0L
144,B00006I53A
392,B00006I53S
79,B00006I53V
178,B00006I53W
261,B00006I53X
98,B00006I560
113,B00006I5FQ
67,B00006I5H5
387,B00006I5J7
74,B00006I5JC
56,B00006I5O0
108,B00006I5O1
56,B00006I5RA
343,B00006I5SQ
105,B00006I5TD
448,B00006I5WJ
170,B00006I5XC
87,B00006IAAN
114,B00006IBLQ
166,B00006ICIW
57,B00006IJO4
103,B00006IR39
57,B00006IRR4
151,B00006IRR8
53,B00006IRRY
127,B00006IRS3
360,B00006IS4X
56,B00006IS65
216,B00006IW1X
68,B00006J054
51,B00006J05Y
153,B00006J07O
68,B00006JBJY
55,B00006JHZ0
114,B00006JILC
151,B00006JILW
86,B00006JINY
54,B00006JKW5
104,B00006JKXN
60,B00006JLOS
58,B00006JLOT
826,B00006JN3G
168,B00006JPA1
66,B00006JPDF
89,B00006JPDG
246,B00006JPDI
71,B00006JPEA
59,B00006JPER
51,B00006JPES
54,B00006JPF8
64,B00006JPKA
138,B00006JPKE
86,B00006JPRP
177,B00006JPRQ
52,B00006JPWT
93,B00006JPWW
792,B00006JQ06
130,B00006JQ6C
95,B00006JU62
76,B00006KIYS
78,B00006L4F1
132,B00006L4FX
100,B00006L7RV
64,B00006LHO7
51,B00006LIOM
63,B00006LK1O
71,B00006LT11
60,B00006LU7J
105,B00006LV79
61,B00006OLCT
171,B00006RH5I
65,B00006RHZG
62,B00006RSQU
1134,B00006RVPW
73,B00006SNZN
85,B00006TWL6
78,B00006YZ3Y
819,B00007056H
87,B00007079A
79,B000071A7U
255,B000075UZ7
58,B0000775AA
55,B0000789TJ
90,B000078QJ1
51,B00007AKC1
250,B00007AKDL
114,B00007AKDP
302,B00007AP2O
67,B00007B4DM
60,B00007B6L5
88,B00007B8SN
63,B00007DN1E
73,B00007DTDB
98,B00007DWEA
1962,B00007E7C8
3523,B00007E7JU
95,B00007E7K0
61,B00007E7K1
195,B00007E7K9
129,B00007E7NH
54,B00007E7QS
173,B00007E816
113,B00007E89K
137,B00007E8D2
112,B00007EDM0
1568,B00007EDM8
56,B00007EDZ7
1735,B00007EDZG
544,B00007FGU7
135,B00007FGUE
196,B00007FGUF
106,B00007FSB9
135,B00007FWP2
59,B00007GPI1
317,B00007GQLS
547,B00007GQLU
55,B00007GWBV
75,B00007GWC6
58,B00007I409
140,B00007IFDR
928,B00007IFED
88,B00007IFJY
63,B00007IFMJ
163,B00007ISWA
169,B00007JDR0
118,B00007JDRV
88,B00007K3A3
1816,B00007KDVI
198,B00007KDVJ
338,B00007KDVK
59,B00007KDX5
110,B00007KDX6
131,B00007LTAQ
152,B00007LTB6
417,B00007LTBA
76,B00007LTBI
2608,B00007M1TZ
119,B000083CUA
158,B000083KIH
78,B000084FD5
72,B000085BCX
51,B000085BD7
285,B000085BD8
91,B000085BDB
112,B000085ZKV
124,B000086EYG
153,B000087BXU
60,B000087HWM
79,B000087KY8
76,B000087L9H
53,B000087NBU
126,B000087NBV
151,B000087NBW
55,B000087R8F
75,B000088NO8
95,B0000899ZB
55,B0000899ZD
578,B000089GN2
1139,B000089GN3
274,B000089GN4
368,B00008AWKZ
138,B00008AWL0
118,B00008AWL2
122,B00008AYBE
73,B00008AYBF
88,B00008CLZS
340,B00008EM7U
75,B00008EM7V
66,B00008I8OP
145,B00008I9K8
67,B00008I9K9
106,B00008IHOZ
52,B00008IO91
51,B00008IOX9
60,B00008IP5F
63,B00008J6VW
360,B00008KWWF
81,B00008L3HY
71,B00008L3IS
108,B00008N6VM
104,B00008N6X4
90,B00008N6Y8
59,B00008N6YJ
71,B00008N9M7
100,B00008NG7N
202,B00008NJEP
74,B00008O35T
69,B00008O35W
75,B00008OE43
91,B00008OE46
228,B00008OE5G
94,B00008OE5I
82,B00008OE6F
278,B00008OE6I
66,B00008OT2G
55,B00008PVXA
51,B00008RS98
123,B00008SB1D
1107,B00008SCFL
68,B00008SJX3
54,B00008T1TZ
54,B00008UA9I
66,B00008V3EE
144,B00008V6NI
73,B00008VELA
282,B00008VF5W
323,B00008VF63
72,B00008VF91
57,B00008VFBE
83,B00008VFCS
89,B00008VFCU
53,B00008VFCW
226,B00008VIX2
315,B00008VWOJ
120,B00008W2LC
112,B00008W7LN
213,B00008W7LS
140,B00008WFVI
167,B00008WIX3
51,B00008WIX5
85,B00008WM9J
152,B00008WMBT
102,B00008X5DD
108,B00008X5DE
66,B00008X5DF
164,B00008XETL
96,B00008XETO
85,B00008XKYO
83,B00008XOHI
52,B00008XOMX
964,B00008Y0VN
321,B00008Y1BX
59,B00008Z1PF
84,B00008Z1PS
173,B00008Z1PT
106,B00008Z1QI
102,B00008ZLHG
96,B00008ZOYE
282,B00008ZPED
127,B00008ZPJQ
325,B00008ZPJU
57,B000092M1T
100,B000092TR5
947,B000092TT0
876,B000092YPR
131,B000092YQK
637,B000092YQW
117,B0000932A9
53,B000093IRC
51,B000093S8Z
462,B000093UDQ
62,B000093UPO
78,B000093US1
51,B000093US3
274,B000094Q77
51,B0000952XU
96,B0000952XX
75,B000095ISG
75,B000095S9V
58,B000095SA6
1087,B000095SB4
748,B000095SB6
87,B000096B01
304,B000097O5F
85,B000098XIJ
79,B0000996BA
64,B00009EFQT
75,B00009EFR2
85,B00009EFR4
752,B00009EHJV
122,B00009J5VX
70,B00009J5W0
84,B00009K7E3
83,B00009KAPW
85,B00009KAPX
984,B00009KH63
57,B00009KIYM
93,B00009KXA3
59,B00009KYCN
65,B00009L1UX
248,B00009LI55
84,B00009M6TG
120,B00009MDBQ
80,B00009MF83
142,B00009MK3T
200,B00009MK5M
65,B00009PLIM
66,B00009PUM0
61,B00009PZX6
112,B00009QORL
101,B00009QOS3
60,B00009QOTA
67,B00009QOW4
87,B00009QOWW
65,B00009QSET
76,B00009R6FV
106,B00009R6GE
155,B00009R6JT
118,B00009R6K7
52,B00009R6N0
62,B00009R6Q8
70,B00009R6SD
1978,B00009R6TA
111,B00009R6UA
60,B00009R6UC
82,B00009R6UI
70,B00009R6UU
122,B00009R6V0
133,B00009R6VO
164,B00009R6VZ
52,B00009R6WG
79,B00009R6WL
322,B00009R6WO
376,B00009R6WT
143,B00009R6WU
71,B00009R6WW
97,B00009R6WY
66,B00009R72R
59,B00009R7RJ
124,B00009R86L
64,B00009R896
100,B00009R89L
69,B00009R8EK
80,B00009R90O
78,B00009R90P
158,B00009R94Q
105,B00009R96C
72,B00009R98A
150,B00009R9A1
139,B00009R9EO
189,B00009RA60
224,B00009RDIF
58,B00009RL1W
70,B00009RL1X
203,B00009RUCH
63,B00009RUFZ
148,B00009U0XI
179,B00009UHFI
100,B00009UHH2
52,B00009UHJS
86,B00009UHKW
74,B00009UHRE
289,B00009UHXR
81,B00009UHYC
81,B00009UHYQ
89,B00009USW3
74,B00009UT18
246,B00009UT28
188,B00009UT3F
482,B00009UT9B
51,B00009UTCA
76,B00009UTL1
94,B00009UTLM
81,B00009UTQK
54,B00009UTWA
54,B00009UTWC
68,B00009UTZA
62,B00009UU26
83,B00009UVPN
79,B00009V2PG
350,B00009V332
52,B00009V39N
52,B00009V3CG
52,B00009V3TT
90,B00009V4G9
241,B00009V6U0
130,B00009V7MU
87,B00009VQJ7
81,B00009VQJZ
61,B00009VS6P
84,B00009VSBE
54,B00009VSG6
69,B00009VSIM
53,B00009VT1T
61,B00009W2GL
56,B00009W3BQ
63,B00009W3DV
315,B00009W3E2
140,B00009W3FR
332,B00009W3TY
67,B00009W44B
54,B00009W5FF
68,B00009W8XH
93,B00009WBYL
70,B00009WN9P
175,B00009WO51
300,B00009WQS1
70,B00009X3UA
239,B00009X6PH
51,B00009X6PT
51,B00009XOMO
56,B00009XT3H
102,B00009XV3M
112,B00009XVA3
90,B00009XVBY
152,B00009XVCU
1117,B00009XVCZ
61,B00009XVKW
57,B00009YDPM
105,B00009YFTI
54,B00009YUPS
96,B00009YW8B
59,B00009ZHS7
205,B00009ZWC8
164,B00009ZY5C
55,B0000A03CZ
82,B0000A0AE7
428,B0000A0AEM
123,B0000A0AEO
428,B0000A0AJH
102,B0000A0VET
453,B0000A1G05
74,B0000A1GOF
442,B0000A1VS3
156,B0000A1WGL
363,B0000A2QBP
196,B0000A2QBX
78,B0000A55BE
64,B0000A602S
55,B0000A8XHC
190,B0000A98AC
400,B0000AAAPF
135,B0000AC88K
57,B0000ACCJA
103,B0000ACOBG
95,B0000AE66P
51,B0000AE66S
62,B0000AE68O
78,B0000AE68P
72,B0000AE6AE
235,B0000AE6G9
69,B0000AG92Z
61,B0000AHO8V
104,B0000AHO92
102,B0000AHO99
53,B0000AHOBP
456,B0000AI0N1
78,B0000AI0NC
203,B0000AI0OE
57,B0000AJMOI
75,B0000AKA8T
186,B0000AKA90
73,B0000AKVHF
154,B0000AKVJC
99,B0000ALKAN
164,B0000ALLYO
66,B0000ALPBA
99,B0000ALPBJ
100,B0000AMK36
128,B0000AN4EG
111,B0000AOWVC
109,B0000AOWVN
177,B0000AOWVP
80,B0000AOWW9
83,B0000AOWWM
87,B0000AOWWY
86,B0000APONO
115,B0000AQI9E
199,B0000AQIFW
129,B0000AQIFY
191,B0000AQIFZ
67,B0000AQNX2
74,B0000AQR8F
60,B0000AR8Z1
70,B0000ATNH3
69,B0000AZ0OP
143,B0000AZ67Z
397,B0000AZK0D
63,B0000AZK27
95,B0000AZK4D
349,B0000AZK4G
666,B0000B006W
125,B0000B35CK
71,B0000B3ALD
81,B0000B3ALF
152,B0000B3E8U
78,B0000BVDM7
99,B0000BVV37
1082,B0000BVYTV
80,B0000BYBVT
513,B0000BYDKO
104,B0000BYRIN
196,B0000BZ2WA
137,B0000BZL0G
997,B0000BZL1P
109,B0000BZL28
225,B0000BZL5A
99,B0000BZLBA
55,B0000BZM56
890,B0000BZOGJ
133,B0000BZYPD
292,B0000C0XS0
57,B0000C16R5
67,B0000C1ZNV
64,B0000C20T5
80,B0000C20XD
507,B0000C3GWU
81,B0000C4DX6
56,B0000C4G78
116,B0000C4G79
110,B0000C6E3P
515,B0000C73CQ
84,B0000C8817
173,B0000C8VEK
103,B0000C8VF9
58,B0000C8WLU
92,B0000C8Y55
69,B0000CBBNM
63,B0000CBJ8J
55,B0000CC619
57,B0000CCOVM
72,B0000CCVC9
95,B0000CCY7A
57,B0000CD08M
150,B0000CD0B7
153,B0000CD7K9
141,B0000CDJPQ
64,B0000CDZ82
826,B0000CE1UO
61,B0000CE1VP
115,B0000CEOYI
52,B0000CEPE8
66,B0000CFYM9
60,B0000D80D3
93,B0000D89M6
83,B0000D8HK1
55,B0000D8IYC
319,B0000DB4D1
97,B0000DBJ8A
100,B0000DBJJT
62,B0000DC0T4
138,B0000DC643
132,B0000DCRHA
89,B0000DD7OH
78,B0000DD7P2
117,B0000DF2LT
101,B0000DFZ67
190,B0000DHVN3
62,B0000DHVOJ
51,B0000DIESU
55,B0000DIESW
80,B0000DIET2
59,B0000DIFGJ
60,B0000DIK0U
188,B0000DJEK7
185,B0000DK3I4
62,B0000DK4T7
645,B0000DK5LW
58,B0000DYTDJ
76,B0000DYV9H
103,B0000DZET4
104,B0000DZEZB
74,B0000DZFVR
64,B0000DZFVT
126,B0000E0ZM0
80,B0000E1717
62,B0000E1VRL
133,B0000E1VRT
169,B0000E658Q
194,B0000E6I1N
102,B0000EI9UC
152,B0000EI9VR
79,B0000EI9VU
107,B0000EW9M8
273,B0000EZ1KK
96,B0000T1R4O
53,B0000T8BB6
83,B0000TNZDK
73,B0000TO0BQ
56,B0000TSJVI
76,B0000TU7I6
66,B0000TU7IG
95,B0000TW3N8
207,B0000TW3RE
276,B0000U19F0
109,B0000U9H40
74,B0000UI304
69,B0000ULJWS
86,B0000UMLYI
53,B0000UV0JA
246,B0000UV2AW
64,B0000UXOHG
71,B0000V3OKM
455,B0000VYJRY
61,B0000WKYU4
407,B0000X0VCY
55,B0000XMSNO
59,B0000XMUWS
61,B0000XMWQW
111,B0000XOB7U
101,B0000Y2WTS
62,B0000Y2WY8
123,B0000Y2WYS
56,B0000Y8C2Y
52,B0000YD2JC
68,B0000YTZOS
68,B000117D9O
55,B000117DEY
63,B000117DF8
58,B000117DGW
56,B00011CNWG
134,B00011G5FW
93,B00011KHTM
53,B00011KHTW
107,B00011KLOI
581,B00011KM38
78,B00011Y1MQ
275,B00012EYNG
527,B00012F6A6
157,B00012F7G4
191,B00012F7HS
105,B00012F8AY
144,B00012FVYC
80,B00012FVYM
195,B00012O6QQ
69,B00012O6RK
61,B00012OJ22
388,B000136P8W
62,B00013BNLQ
60,B00013J86I
67,B00013J89K
125,B00013M6NK
103,B00013M6NU
129,B00013MSUQ
109,B00013VHAS
124,B000144I2Q
94,B000144I30
54,B00015GYTU
151,B00015GYU4
57,B00015Y0FK
53,B0001654K4
103,B0001654WC
68,B00016566G
77,B0001656FW
78,B000165AOY
137,B000165ARQ
71,B000165AS0
89,B000165C10
277,B000165F26
51,B000165GJI
73,B000167KPQ
101,B000167KQ0
76,B000167NZI
78,B000167OAC
74,B00016BYHQ
78,B00016UVHU
57,B00016V3VI
125,B00017IX10
1079,B00017LSPI
80,B000189W8M
210,B00018MSNI
56,B00018Q4GA
303,B00019068G
132,B000196C2A
64,B000196C34
98,B000196ENC
52,B00019JPRO
124,B00019OWU4
424,B0001A06GW
387,B0001A3N6C
136,B0001A967W
71,B0001A99LA
69,B0001A99LK
233,B0001A99MO
365,B0001AP8CE
64,B0001AU6H6
54,B0001AU7SY
52,B0001B43GK
61,B0001BRITE
76,B0001BVD1S
368,B0001BVXI6
102,B0001BXVA4
69,B0001CFSX6
320,B0001CNMFM
86,B0001D3JXG
135,B0001D3K3A
654,B0001D3K8A
81,B0001DA0CO
651,B0001DBEM4
173,B0001DHHIY
89,B0001DJSYU
298,B0001DQ5YG
53,B0001DYTY4
148,B0001DYUJ8
117,B0001DYXOU
181,B0001DZ38U
54,B0001EMLXE
67,B0001EZKUK
94,B0001EZN52
62,B0001F1ZY4
96,B0001F21IS
533,B0001F22PA
99,B0001F22R8
66,B0001F347K
75,B0001FI49I
195,B0001FSCZO
155,B0001FTVDG
604,B0001FTVDQ
403,B0001FTVE0
962,B0001FTVEA
5345,B0001FTVEK
123,B0001FV2YM
159,B0001FV30K
59,B0001FV35U
167,B0001FV364
369,B0001FV36E
78,B0001FV37S
123,B0001FV3AK
146,B0001FV3C8
278,B0001FXLW8
71,B0001G6U3Y
58,B0001G6U48
132,B0001G6U4S
155,B0001G6U52
152,B0001G6U5M
101,B0001G6U5W
57,B0001G6U6Q
96,B0001G6U7K
96,B0001G6U9I
89,B0001G6UAM
53,B0001G6UB6
96,B0001G6UF2
104,B0001GAMQK
98,B0001GGXQI
228,B0001GMIOE
57,B0001GMITO
92,B0001GNJWY
81,B0001GRTK2
56,B0001GT30Q
91,B0001GYAA4
239,B0001GZ87I
489,B0001H27PS
199,B0001H29OW
51,B0001H4AYE
63,B0001H4BMU
95,B0001H9L3O
78,B0001HA8WW
115,B0001HKIJK
103,B0001HKIK4
117,B0001ILXGQ
95,B0001IM95U
72,B0001IVB1S
71,B0001IXUDK
63,B0001IXUEE
60,B0001IXUEY
56,B0001J3Q9W
72,B0001JSSLI
59,B0001KO7UI
180,B0001KWGOW
95,B0001KWGP6
69,B0001LRIT4
